First_Procedure_Code,amb_chronic_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
L474,2,L474,L474: Percutaneous transluminal insertion of stent into visceral branch of abdominal aorta NEC,L47,L47: Transluminal operations on other visceral branch of abdominal aorta,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.3,Live
L742,18,L742,L742: Creation of arteriovenous fistula NEC,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L743,30,L743,L743: Attention to arteriovenous shunt,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L745,2,L745,L745: Thrombectomy of arteriovenous fistula,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L746,1,L746,L746: Creation of graft fistula for dialysis,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
L747,7,L747,L747: Injection of radiocontrast substance into arteriovenous fistula,L74,L74: Arteriovenous shunt,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.7,Live
L751,1,L751,L751: Excision of congenital arteriovenous malformation,L75,L75: Other arteriovenous operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L752,1,L752,L752: Repair of acquired arteriovenous fistula,L75,L75: Other arteriovenous operations,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L791,11,L791,L791: Insertion of filter into vena cava,L79,L79: Other operations on vena cava,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.2,Live
L793,1,L793,L793: Insertion of stent into vena cava NEC,L79,L79: Other operations on vena cava,L73-L99,L73-L99: Veins and other blood vessels,L,L: Arteries and Veins,4.3,Live
M062,11,M062,M062: Drainage of kidney NEC,M06,M06: Incision of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M068,1,M068,M068: Other specified incision of kidney,M06,M06: Incision of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M071,1,M071,M071: Ureteroscopic laser fragmentation of calculus of kidney,M07,M07: Therapeutic ureteroscopic operations on kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.9,Live
M081,1,M081,M081: Open biopsy of lesion of kidney,M08,M08: Other open operations on kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M094,1,M094,M094: Endoscopic extraction of calculus of kidney NEC,M09,M09: Therapeutic endoscopic operations on calculus of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M111,1,M111,M111: Diagnostic endoscopic examination of kidney and biopsy of lesion of kidney NEC,M11,M11: Diagnostic endoscopic examination of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M113,3,M113,M113: Diagnostic endoscopic retrograde examination of kidney NEC,M11,M11: Diagnostic endoscopic examination of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.4,Live
M131,203,M131,M131: Percutaneous needle biopsy of lesion of kidney,M13,M13: Percutaneous puncture of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M132,29,M132,M132: Percutaneous drainage of kidney,M13,M13: Percutaneous puncture of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M133,3,M133,M133: Percutaneous aspiration of kidney NEC,M13,M13: Percutaneous puncture of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M136,28,M136,M136: Percutaneous insertion of nephrostomy tube,M13,M13: Percutaneous puncture of kidney,M01-M17,M01-M17: Kidney,M,M: Urinary,4.2,Live
M455,5,M455,M455: Diagnostic endoscopic examination of bladder using rigid cystoscope,M45,M45: Diagnostic endoscopic examination of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.3,Live
M458,2,M458,M458: Other specified diagnostic endoscopic examination of bladder,M45,M45: Diagnostic endoscopic examination of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
K624,2,K624,K624: Percutaneous transluminal internal cardioversion NEC,K62,K62: Therapeutic transluminal operations on heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.4,Live
K625,1,K625,K625: Percutaneous transluminal occlusion of left atrial appendage,K62,K62: Therapeutic transluminal operations on heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.7,Live
K631,460,K631,K631: Angiocardiography of combination of right and left side of heart,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K632,164,K632,K632: Angiocardiography of right side of heart NEC,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K633,2741,K633,K633: Angiocardiography of left side of heart NEC,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K634,16850,K634,K634: Coronary arteriography using two catheters,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K635,2566,K635,K635: Coronary arteriography using single catheter,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K636,6504,K636,K636: Coronary arteriography NEC,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K638,24,K638,K638: Other specified contrast radiology of heart,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K639,36,K639,K639: Unspecified contrast radiology of heart,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K641,1,K641,K641: Percutaneous radiofrequency ablation of epicardium,K64,K64: Percutaneous operations on heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.6,Live
K649,1,K649,K649: Unspecified percutaneous operations on heart,K64,K64: Percutaneous operations on heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.6,Live
K651,24,K651,K651: Catheterisation of combination of right and left side of heart NEC,K65,K65: Catheterisation of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K652,178,K652,K652: Catheterisation of right side of heart NEC,K65,K65: Catheterisation of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K653,38,K653,K653: Catheterisation of left side of heart NEC,K65,K65: Catheterisation of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K753,146,K753,K753: Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery,K75,K75: Percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.3,Live
K754,34,K754,K754: Percutaneous transluminal balloon angioplasty and insertion of 3 or more stents into coronary artery NEC,K75,K75: Percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.3,Live
K758,3,K758,K758: Other specified percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery,K75,K75: Percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.3,Live
K759,4,K759,K759: Unspecified percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery,K75,K75: Percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.3,Live
K771,10,K771,K771: Percutaneous transluminal pericardiocentesis,K77,K77: Transluminal drainage of pericardium,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.3,Live
L022,1,L022,L022: Ligature of patent ductus arteriosus,L02,L02: Open correction of patent ductus arteriosus,L01-L13,L01-L13: Great vessels and pulmonary artery,L,L: Arteries and Veins,4.2,Live
L381,2,L381,L381: Repair of subclavian artery NEC,L38,L38: Other open operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L383,3,L383,L383: Open embolectomy of subclavian artery,L38,L38: Other open operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
G473,8,G473,G473: Irrigation of stomach,G47,G47: Intubation of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G474,2,G474,G474: Intubation of stomach for study of gastric secretion,G47,G47: Intubation of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G475,1921,G475,G475: Insertion of nasogastric tube,G47,G47: Intubation of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.9,Live
G478,35,G478,G478: Other specified intubation of stomach,G47,G47: Intubation of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G479,5,G479,G479: Unspecified intubation of stomach,G47,G47: Intubation of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G484,2,G484,G484: Administration of activated charcoal,G48,G48: Other operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.3,Live
G486,1,G486,G486: Attention to gastric balloon,G48,G48: Other operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.6,Live
G488,2,G488,G488: Other specified other operations on stomach,G48,G48: Other operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
H053,2,H053,H053: Total colectomy and ileostomy NEC,H05,H05: Total excision of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H064,1,H064,H064: Extended right hemicolectomy and ileostomy HFQ,H06,H06: Extended excision of right hemicolon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H071,1,H071,H071: Right hemicolectomy and end to end anastomosis of ileum to colon,H07,H07: Other excision of right hemicolon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H072,2,H072,H072: Right hemicolectomy and side to side anastomosis of ileum to transverse colon,H07,H07: Other excision of right hemicolon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H073,1,H073,H073: Right hemicolectomy and anastomosis NEC,H07,H07: Other excision of right hemicolon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H074,3,H074,H074: Right hemicolectomy and ileostomy HFQ,H07,H07: Other excision of right hemicolon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H078,1,H078,H078: Other specified other excision of right hemicolon,H07,H07: Other excision of right hemicolon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H103,1,H103,H103: Sigmoid colectomy and anastomosis NEC,H10,H10: Excision of sigmoid colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H104,1,H104,H104: Sigmoid colectomy and ileostomy HFQ,H10,H10: Excision of sigmoid colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H105,2,H105,H105: Sigmoid colectomy and exteriorisation of bowel NEC,H10,H10: Excision of sigmoid colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H335,2,H335,H335: Rectosigmoidectomy and closure of rectal stump and exteriorisation of bowel,H33,H33: Excision of rectum,"H33-H36, H40-H46","H33-H36, H40-H46: Rectum",H,H: Lower Digestive System,4.2,Live
H338,1,H338,H338: Other specified excision of rectum,H33,H33: Excision of rectum,"H33-H36, H40-H46","H33-H36, H40-H46: Rectum",H,H: Lower Digestive System,4.2,Live
H352,1,H352,H352: Posterior fixation of rectum using prosthetic material,H35,H35: Fixation of rectum for prolapse,"H33-H36, H40-H46","H33-H36, H40-H46: Rectum",H,H: Lower Digestive System,4.2,Live
H368,1,H368,H368: Other specified other abdominal operations for prolapse of rectum,H36,H36: Other abdominal operations for prolapse of rectum,"H33-H36, H40-H46","H33-H36, H40-H46: Rectum",H,H: Lower Digestive System,4.2,Live
H403,1,H403,H403: Trans-sphincteric destruction of lesion of rectum,H40,H40: Operations on rectum through anal sphincter,"H33-H36, H40-H46","H33-H36, H40-H46: Rectum",H,H: Lower Digestive System,4.2,Live
L391,1,L391,L391: Percutaneous transluminal angioplasty of subclavian artery,L39,L39: Transluminal operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L392,2,L392,L392: Percutaneous transluminal embolectomy of subclavian artery,L39,L39: Transluminal operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L393,1,L393,L393: Percutaneous transluminal embolisation of subclavian artery,L39,L39: Transluminal operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L394,6,L394,L394: Arteriography of subclavian artery,L39,L39: Transluminal operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L395,1,L395,L395: Percutaneous transluminal insertion of stent into subclavian artery,L39,L39: Transluminal operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.3,Live
L431,4,L431,L431: Percutaneous transluminal angioplasty of renal artery,L43,L43: Transluminal operations on renal artery,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.2,Live
L432,1,L432,L432: Percutaneous transluminal embolectomy of renal artery,L43,L43: Transluminal operations on renal artery,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.2,Live
L433,3,L433,L433: Percutaneous transluminal embolisation of renal artery,L43,L43: Transluminal operations on renal artery,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.2,Live
L434,21,L434,L434: Arteriography of renal artery,L43,L43: Transluminal operations on renal artery,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.2,Live
L435,8,L435,L435: Percutaneous transluminal insertion of stent into renal artery,L43,L43: Transluminal operations on renal artery,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.3,Live
L436,6,L436,L436: Percutaneous transluminal radiofrequency denervation of renal artery,L43,L43: Transluminal operations on renal artery,L41-L47,L41-L47: Abdominal branches of aorta,L,L: Arteries and Veins,4.7,Live
L671,14,L671,L671: Biopsy of artery NEC,L67,L67: Excision of other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L684,2,L684,L684: Repair of artery using vein graft NEC,L68,L68: Repair of other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L688,2,L688,L688: Other specified repair of other artery,L68,L68: Repair of other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L693,1,L693,L693: Percutaneous transluminal embolisation of major systemic to pulmonary collateral artery,L69,L69: Operations on major systemic to pulmonary collateral arteries,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.3,Live
L701,3,L701,L701: Open embolectomy of artery NEC,L70,L70: Other open operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L702,1,L702,L702: Open embolisation of artery NEC,L70,L70: Other open operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L703,3,L703,L703: Ligation of artery NEC,L70,L70: Other open operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L704,36,L704,L704: Open cannulation of artery,L70,L70: Other open operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L705,1,L705,L705: Operations on aneurysm of artery NEC,L70,L70: Other open operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L708,2,L708,L708: Other specified other open operations on other artery,L70,L70: Other open operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L711,150,L711,L711: Percutaneous transluminal angioplasty of artery,L71,L71: Therapeutic transluminal operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L712,5,L712,L712: Percutaneous transluminal embolectomy of artery,L71,L71: Therapeutic transluminal operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L713,26,L713,L713: Percutaneous transluminal embolisation of artery,L71,L71: Therapeutic transluminal operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
H411,1,H411,H411: Rectosigmoidectomy and peranal anastomosis,H41,H41: Other operations on rectum through anus,"H33-H36, H40-H46","H33-H36, H40-H46: Rectum",H,H: Lower Digestive System,4.2,Live
H412,1,H412,H412: Peranal excision of lesion of rectum,H41,H41: Other operations on rectum through anus,"H33-H36, H40-H46","H33-H36, H40-H46: Rectum",H,H: Lower Digestive System,4.2,Live
J053,1,J053,J053: Open wedge biopsy of lesion of liver,J05,J05: Incision of liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J405,1,J405,J405: Endoscopic retrograde insertion of expanding covered metal stent into bile duct,J40,J40: Endoscopic retrograde placement of prosthesis in bile duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.3,Live
J411,7,J411,J411: Endoscopic retrograde extraction of calculus from bile duct,J41,J41: Other therapeutic endoscopic retrograde operations on bile duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J412,1,J412,J412: Endoscopic dilation of bile duct NEC,J41,J41: Other therapeutic endoscopic retrograde operations on bile duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J439,10,J439,J439: Unspecified diagnostic endoscopic retrograde examination of bile duct and pancreatic duct,J43,J43: Diagnostic endoscopic retrograde examination of bile duct and pancreatic duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J441,2,J441,J441: Endoscopic retrograde cholangiography and biopsy of lesion of bile duct,J44,J44: Diagnostic endoscopic retrograde examination of bile duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J449,2,J449,J449: Unspecified diagnostic endoscopic retrograde examination of bile duct,J44,J44: Diagnostic endoscopic retrograde examination of bile duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
K011,3,K011,K011: Allotransplantation of heart and lung,K01,K01: Transplantation of heart and lung,K01-K24,K01-K24: Wall septum and chambers of heart,K,K: Heart,4.2,Live
K021,52,K021,K021: Allotransplantation of heart NEC,K02,K02: Other transplantation of heart,K01-K24,K01-K24: Wall septum and chambers of heart,K,K: Heart,4.2,Live
K029,2,K029,K029: Unspecified other transplantation of heart,K02,K02: Other transplantation of heart,K01-K24,K01-K24: Wall septum and chambers of heart,K,K: Heart,4.2,Live
K221,1,K221,K221: Excision of lesion of atrium,K22,K22: Other operations on wall of atrium,K01-K24,K01-K24: Wall septum and chambers of heart,K,K: Heart,4.2,Live
K232,7,K232,K232: Biopsy of lesion of wall of heart,K23,K23: Other operations of wall of heart,K01-K24,K01-K24: Wall septum and chambers of heart,K,K: Heart,4.2,Live
K238,1,K238,K238: Other specified other operations of wall of heart,K23,K23: Other operations of wall of heart,K01-K24,K01-K24: Wall septum and chambers of heart,K,K: Heart,4.2,Live
K491,966,K491,K491: Percutaneous transluminal balloon angioplasty of one coronary artery,K49,K49: Transluminal balloon angioplasty of coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K492,133,K492,K492: Percutaneous transluminal balloon angioplasty of multiple coronary arteries,K49,K49: Transluminal balloon angioplasty of coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K493,20,K493,K493: Percutaneous transluminal balloon angioplasty of bypass graft of coronary artery,K49,K49: Transluminal balloon angioplasty of coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K494,83,K494,K494: Percutaneous transluminal cutting balloon angioplasty of coronary artery,K49,K49: Transluminal balloon angioplasty of coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.3,Live
K498,14,K498,K498: Other specified transluminal balloon angioplasty of coronary artery,K49,K49: Transluminal balloon angioplasty of coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K499,2,K499,K499: Unspecified transluminal balloon angioplasty of coronary artery,K49,K49: Transluminal balloon angioplasty of coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K501,1,K501,K501: Percutaneous transluminal laser coronary angioplasty,K50,K50: Other therapeutic transluminal operations on coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K502,1,K502,K502: Percutaneous transluminal coronary thrombolysis using streptokinase,K50,K50: Other therapeutic transluminal operations on coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K503,39,K503,K503: Percutaneous transluminal injection of therapeutic substance into coronary artery NEC,K50,K50: Other therapeutic transluminal operations on coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K504,9,K504,K504: Percutaneous transluminal atherectomy of coronary artery,K50,K50: Other therapeutic transluminal operations on coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.3,Live
K508,24,K508,K508: Other specified other therapeutic transluminal operations on coronary artery,K50,K50: Other therapeutic transluminal operations on coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K512,18,K512,K512: Intravascular ultrasound of coronary artery,K51,K51: Diagnostic transluminal operations on coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.3,Live
K518,46,K518,K518: Other specified diagnostic transluminal operations on coronary artery,K51,K51: Diagnostic transluminal operations on coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K519,2,K519,K519: Unspecified diagnostic transluminal operations on coronary artery,K51,K51: Diagnostic transluminal operations on coronary artery,K40-K51,K40-K51: Coronary artery,K,K: Heart,4.2,Live
K531,1,K531,K531: Inspection of valve of heart,K53,K53: Other incision of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K541,45,K541,K541: Open implantation of ventricular assist device,K54,K54: Open heart assist operations,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.3,Live
K542,1,K542,K542: Open removal of ventricular assist device,K54,K54: Open heart assist operations,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.3,Live
L308,1,L308,L308: Other specified other open operations on carotid artery,L30,L30: Other open operations on carotid artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L312,2,L312,L312: Arteriography of carotid artery,L31,L31: Transluminal operations on carotid artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L352,5,L352,L352: Arteriography of cerebral artery,L35,L35: Transluminal operations on cerebral artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L358,1,L358,L358: Other specified transluminal operations on cerebral artery,L35,L35: Transluminal operations on cerebral artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L594,2,L594,L594: Bypass of femoral artery by anastomosis of femoral artery to tibial artery using prosthesis NEC,L59,L59: Other bypass of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L595,30,L595,L595: Bypass of femoral artery by anastomosis of femoral artery to tibial artery using vein graft NEC,L59,L59: Other bypass of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L596,1,L596,L596: Bypass of femoral artery by anastomosis of femoral artery to peroneal artery using prosthesis NEC,L59,L59: Other bypass of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L597,13,L597,L597: Bypass of femoral artery by anastomosis of femoral artery to peroneal artery using vein graft NEC,L59,L59: Other bypass of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L598,7,L598,L598: Other specified other bypass of femoral artery,L59,L59: Other bypass of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L601,91,L601,L601: Endarterectomy of femoral artery and patch repair of femoral artery,L60,L60: Reconstruction of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L602,13,L602,L602: Endarterectomy of femoral artery NEC,L60,L60: Reconstruction of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L603,4,L603,L603: Profundoplasty of femoral artery and patch repair of deep femoral artery,L60,L60: Reconstruction of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L604,1,L604,L604: Profundoplasty of femoral artery NEC,L60,L60: Reconstruction of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L621,2,L621,L621: Repair of femoral artery NEC,L62,L62: Other open operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L622,10,L622,L622: Open embolectomy of femoral artery,L62,L62: Other open operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L624,1,L624,L624: Operations on aneurysm of femoral artery NEC,L62,L62: Other open operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L628,5,L628,L628: Other specified other open operations on femoral artery,L62,L62: Other open operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L631,1142,L631,L631: Percutaneous transluminal angioplasty of femoral artery,L63,L63: Transluminal operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L632,10,L632,L632: Percutaneous transluminal embolectomy of femoral artery,L63,L63: Transluminal operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L633,5,L633,L633: Percutaneous transluminal embolisation of femoral artery,L63,L63: Transluminal operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L634,201,L634,L634: Arteriography of femoral artery,L63,L63: Transluminal operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L635,170,L635,L635: Percutaneous transluminal insertion of stent into femoral artery,L63,L63: Transluminal operations on femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.3,Live
